Tab,ทำแล้ว,Item Code,ตำแหน่ง,Description,Trade Name,Common Name,Route,หน่วยการใช้งาน,Frequency/Rate,Note,Unit,Receipt Category,Alert Min,Alert Max,Formula,Sell Price,Rx Default,Status,Category
ผ่าตัด,,020000000152,1,Midazolam inj (ยานำสลบ),,Midazolam inj,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0.0,0.0,B - Range price,0.01-0.5 = 100.00; 0.51-1 = 150.00; 1.01-2 = 200.00; 2.01-2.5 = 250.00; 2.51-3 = 300.00; 3.01-3.5 = 350.00; 3.51-4 = 400.00; 4.01-4.5 = 450.00; 4.51-5 = 500.00; 0.01-0.5 = 100.00; 0.51-1 = 150.00; 1.01-2 = 200.00; 2.01-2.5 = 250.00; 2.51-3 = 300.00; 3.01-3.5 = 350.00; 3.51-4 = 400.00; 4.01-4.5 = 450.00; 4.51-5 = 500.00,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000034,2,Diazepam (inj.),Diazepam,,IV/PR,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 30.00; 0.51-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 100.00; 3.01-4 = 100.00; 4.01-10 = 100.00,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000069,2,Propofol (inj.),Propofol,,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,C - Divide factor price,200.00 / 20,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000067,1,Isofurane (ยาดมสลบ),Isofurane (250 ml/ขวด),,IH,ชั่วโมง,,,ชั่วโมง,ค่ายาฉีด / สารน้ำ,0.0,0.0,B - Range price,"0.01-1 = 750.00; 1.01-1.5 = 1,050.00; 1.51-2 = 1,350.00; 2.01-3 = 1,650.00; 3.01-4 = 1,950.00; 4.01-5 = 2,250.00; 0.01-1 = 750.00; 1.01-1.5 = 1,050.00; 1.51-2 = 1,350.00; 2.01-3 = 1,650.00; 3.01-4 = 1,950.00; 4.01-5 = 2,250.00",ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000153,1,Sevoflurane,,Sevoflurane,IH,ชั่วโมง,,,ชั่วโมง,ค่ายาฉีด / สารน้ำ,0.0,0.0,B - Range price,"0.01-1 = 1,500.00; 1.01-1.5 = 2,000.00; 1.51-2 = 2,500.00; 2.01-2.5 = 3,000.00; 2.51-3 = 3,500.00; 3.01-3.5 = 4,000.00; 3.51-4 = 4,500.00; 4.01-4.5 = 5,000.00; 4.51-5 = 5,500.00; 5.01-5.5 = 6,000.00; 5.51-6 = 6,500.00; 0.01-1 = 1,500.00; 1.01-1.5 = 2,000.00; 1.51-2 = 2,500.00; 2.01-2.5 = 3,000.00; 2.51-3 = 3,500.00; 3.01-3.5 = 4,000.00; 3.51-4 = 4,500.00; 4.01-4.5 = 5,000.00; 4.51-5 = 5,500.00; 5.01-5.5 = 6,000.00; 5.51-6 = 6,500.00",ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000118,1,Lidocaine 2 %,(Tx) Lidocaine 2 %,(Tx) Lidocaine 2 %,epidural/regional,ซีซี,,อาจเกิด hypotension,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 100.00; 3.01-4 = 100.00; 4.01-5 = 100.00,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000065,1,Bupivacaine 5 mg (Marcaine Spinal Heavy 5 mg) (inj.),Marcaine Spinal Heavy 5 mg,,,ซีซี,,อาจเกิด hypotension,ซีซี,ค่ายาฉีด / สารน้ำ,0.0,0.0,B - Range price,0.01-10 = 200.00; 10.01-20 = 400.00; 0.01-10 = 200.00; 10.01-20 = 400.00,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,050000000020,1,เข็มฉีดยาเข้าไขสันหลัง (Spinal needle g23 1/2),Spinal needle g23 1/2,Spinal needle g23 1/2,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,60.00 / อัน; 60.00 / อัน,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000068,1,Ketamine 50 mg (inj.),Ketamine 50 mg,,IM,ซีซี,dilute IV,ทำให้ seizure threshould ลดลง,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 100.00; 1.01-2 = 200.00; 2.01-3 = 300.00; 3.01-4 = 400.00; 4.01-5 = 500.00; 5.01-6 = 600.00; 6.01-7 = 700.00,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000107,1,Xylazine (Inj),(Tx) Xylazine (Inj),(Tx) Xylazine (Inj),IM,ซีซี,,ทำให้คลื่นไส้อาเจียนได้,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 50.00; 0.51-1 = 100.00; 1.01-2 = 150.00; 4.01-5 = 200.00,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000105,2,Ampicillin 1g/vial (Inj),(Tx) Ampicillin (Inj),(Tx) Ampicillin (Inj),IV,ซีซี,q2h,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 60.00; 0.51-1 = 60.00; 1.01-1.5 = 100.00; 1.51-2 = 100.00; 2.01-10 = 150.00,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000141,2,fentanyl (injection),fentanyl (injection),fentanyl (injection),IM,ซีซี,IV,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,"0.01-1 = 100.00; 1.01-2 = 200.00; 2.01-3 = 300.00; 3.01-4 = 400.00; 4.01-5 = 500.00; 5.01-10 = 600.00; 10.01-15 = 700.00; 15.01-20 = 800.00; 20.01-25 = 900.00; 25.01-30 = 1,000.00; 30.01-40 = 1,200.00; 40.01-50 = 1,300.00; 50.01-60 = 1,400.00; 60.01-70 = 1,500.00; 70.01-80 = 1,600.00; 80.01-90 = 1,700.00; 90.01-100 = 1,800.00",ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000002,2,Cefazolin (Cefaben) (inj),Cefaben,,IV,ซีซี,q90min,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 60.00; 1.01-2 = 100.00; 2.01-10 = 150.00,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000021,2,Morphine sulfate (inj.),Morphine sulfate,,IM,ซีซี,,ทำให้คลื่นไส้อาเจียนได้,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 60.00; 0.51-1 = 100.00; 1.01-2 = 150.00; 2.01-3 = 200.00; 3.01-10 = 250.00,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000070,1,Xylocaine 2 % (inj.),Xylocaine 2 %,,regional,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 100.00; 1.01-2 = 180.00; 2.01-3 = 260.00; 3.01-4 = 340.00; 4.01-5 = 420.00,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000077,1,Zoletil 100 (VAC),Zoletil 100 (5 ml / ขวด),Zoletil 100,IM,ซีซี,dilute IV,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,"0.01-0.3 = 200.00; 0.31-0.5 = 300.00; 0.51-1 = 500.00; 1.01-1.5 = 800.00; 1.51-2 = 1,000.00; 2.01-5 = 1,500.00",ไม่มี,Active,ผ่าตัด และวางยา
วัสดุผ่าตัด,,050000000088,1,(Sx) Nylon 2/0 (24 mm.),Nylon 2/0 (24 mm.),Nylon 2/0 (24 mm.),,ซอง,,,ซอง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,100.00 / ซอง; 100.00 / ซอง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000089,1,(Sx) Nylon 2/0 (39 mm.),Nylon 2/0 (39 mm.),Nylon 2/0 (39 mm.),,ซอง,,,ซอง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,100.00 / ซอง; 100.00 / ซอง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000090,1,(Sx) Nylon 3/0 (24 mm.),Nylon 3/0 (24 mm.),Nylon 3/0 (24 mm.),,ซอง,,,ซอง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,100.00 / ซอง; 100.00 / ซอง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000091,1,(Sx) Nylon 4/0 (19 mm.),Nylon 4/0 (19 mm.),Nylon 4/0 (19 mm.),,ซอง,,,ซอง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,100.00 / ซอง; 100.00 / ซอง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000099,1,(Sx) Maxon 2/0,Maxon 2/0,Maxon 2/0,,ซอง,,,ซอง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,200.00 / ซอง; 200.00 / ซอง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000100,1,(Sx) Maxon 3/0,Maxon 3/0,Maxon 3/0,,ซอง,,,ซอง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,250.00 / ซอง; 250.00 / ซอง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000150,1,Maxon 6/0,Maxon 6/0,Maxon 6/0,,ห่อ,,,ห่อ,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,400.00 / ห่อ; 400.00 / ห่อ,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000103,1,Monoplus 3-0,,Monoplus 3-0,,ซอง,,,ซอง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,350.00 / ซอง; 350.00 / ซอง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000104,1,(Sx) Monosyn 3/0 (cutting),Monosyn 3/0 (cutting),Monosyn 3/0 (cutting),,ซอง,,,ซอง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,300.00 / ซอง; 300.00 / ซอง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000105,1,Monosyn Quick 4/0,,Monosyn Quick 4/0,,ซอง,,,ซอง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,200.00 / ซอง; 200.00 / ซอง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000177,1,Monoplus 4-0,Monoplus 4-0,Monoplus 4-0,,ซอง,,,ซอง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,350.00 / ซอง; 350.00 / ซอง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000178,1,Monoplus 5-0,Monoplus 5-0,Monoplus 5-0,,ซอง,,,ซอง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,350.00 / ซอง; 350.00 / ซอง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000170,2,abdominal gauze 12x12,abdominal gauze 12x12,abdominal gauze 12x12,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,60.00 / แผ่น; 60.00 / แผ่น,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000083,1,ท่อเดรน (Penrose),Penrose,Penrose,,ชิ้น,,,ชิ้น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / ชิ้น; 50.00 / ชิ้น,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000132,1,Saline Irrigate 500 ml (น้ำเกลือล้างแผล),Saline Irrigate 500 ml (น้ำเกลือล้างแผล),Saline Irrigate 500 ml (น้ำเกลือล้างแผล),,ขวด,,,ขวด,ค่ายานำกลับ,0,0,A - Unit price,75.00 / ขวด,มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000147,3,Irrigation 1000 ml (Saline Irrigate 1000 ml) สำหรับล้างท้อง,Saline Irrigate 1000 ml สำหรับล้างท้อง,Saline Irrigate 1000 ml,,ขวด,,,ขวด,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,100.00 / ขวด,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,030000000089,1,เครื่องจี้ห้ามเลือด (Electrocautery),,เครื่องจี้ห้ามเลือด,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,500.00 / ครั้ง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,030000000092,1,เครื่องจี้ตาด้วยความเย็น (Cyo),,เครื่องจี้ตาด้วยความเย็น (Cyo),,บาท,,,บาท,ค่าหัตถการ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000004,2,ปลอกคอกันเลียเบอร์ 7.5 (Collar No. 7.5),Collar No. 7.5,Collar No. 7.5,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,130.00 / อัน; 130.00 / อัน,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000005,2,ปลอกคอกันเลียเบอร์ 10 (Collar No.10),Collar No.10,Collar No.10,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,140.00 / อัน; 140.00 / อัน,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000006,2,ปลอกคอกันเลียเบอร์ 12.5 (Collar No.12.5),Collar No.12.5,Collar No.12.5,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,160.00 / อัน; 160.00 / อัน,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000007,2,ปลอกคอกันเลียเบอร์ 15 (Collar No. 15),Collar No. 15,Collar No. 15,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,170.00 / อัน; 170.00 / อัน,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000008,2,ปลอกคอกันเลียเบอร์ 20 (Collar No.20),Collar No.20,Collar No.20,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,200.00 / อัน; 200.00 / อัน,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000009,2,ปลอกคอกันเลียเบอร์ 25 (Collar No.25),Collar No.25,Collar No.25,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,225.00 / อัน; 225.00 / อัน,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000010,2,ปลอกคอกันเลียเบอร์ 30 (Collar No.30),Collar No.30,Collar No.30,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,270.00 / อัน; 270.00 / อัน,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000052,1,เสื้อหลังผ่าตัด S,เสื้อหลังผ่าตัด S,เสื้อหลังผ่าตัด S,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,190.00 / ตัว; 190.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000053,1,เสื้อหลังผ่าตัด M,เสื้อหลังผ่าตัด M,เสื้อหลังผ่าตัด M,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,200.00 / ตัว; 200.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000054,1,เสื้อหลังผ่าตัด L,เสื้อหลังผ่าตัด L,เสื้อหลังผ่าตัด L,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,210.00 / ตัว; 210.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000055,1,เสื้อหลังผ่าตัด XL,เสื้อหลังผ่าตัด XL,เสื้อหลังผ่าตัด XL,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,220.00 / ตัว; 220.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000223,1,เสื้อหลังผ่าตัด 2XL,เสื้อหลังผ่าตัด 2XL,เสื้อหลังผ่าตัด 2XL,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,230.00 / ตัว; 230.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000224,1,เสื้อหลังผ่าตัด 3XL,เสื้อหลังผ่าตัด 3XL,เสื้อหลังผ่าตัด 3XL,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,240.00 / ตัว; 240.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000211,1,Bone Plate 1.2 Arix,Bone Plate 1.2 Arix,Bone Plate 1.2 Arix,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"5,500.00 / แผ่น; 5,500.00 / แผ่น",ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000212,1,Bone Plate 1.5 Arix,Bone Plate 1.5 Arix,Bone Plate 1.5 Arix,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"5,500.00 / แผ่น; 5,500.00 / แผ่น",ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000213,1,Bone Plate 2.0 Arix,Bone Plate 2.0 Arix,Bone Plate 2.0 Arix,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"5,500.00 / แผ่น; 5,500.00 / แผ่น",ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000216,1,Bone Plate 3.5 Arix,Bone Plate 3.5 Arix,Bone Plate 3.5 Arix,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"7,900.00 / แผ่น; 7,900.00 / แผ่น",ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000220,1,Bone Plate 2.4 Arix,Bone Plate 2.4 Arix,Bone Plate 2.4 Arix,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"6,100.00 / แผ่น; 6,100.00 / แผ่น",ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000221,1,Bone Plate 2.7 Arix,Bone Plate 2.7 Arix,Bone Plate 2.7 Arix,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"6,100.00 / แผ่น; 6,100.00 / แผ่น",ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000192,1,Locking Screw 2.0 Arix,Locking Screw 2.0 Arix,Locking Screw 2.0 Arix,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,690.00 / ตัว; 690.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000193,1,Locking Screw 2.4 Arix,Locking Screw 2.4 Arix,Locking Screw 2.4 Arix,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,840.00 / ตัว; 840.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000196,1,Locking Screw 2.7 Arix,Locking Screw 2.7 Arix,Locking Screw 2.7 Arix,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,860.00 / ตัว; 860.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000197,1,Locking Screw 3.5 Arix,Locking Screw 3.5 Arix,Locking Screw 3.5 Arix,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,980.00 / ตัว; 980.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000205,1,Locking Screw 1.2 Arix,Locking Screw 1.2 Arix,Locking Screw 1.2 Arix,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,560.00 / ตัว; 560.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000206,1,Locking Screw 1.5 Arix,Locking Screw 1.5 Arix,Locking Screw 1.5 Arix,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,620.00 / ตัว; 620.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000187,1,Cortical Screw 1.5 Arix,Cortical Screw 1.5 Arix,Cortical Screw 1.5 Arix,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,580.00 / ตัว; 580.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000188,1,Cortical Screw 2.0 Arix,Cortical Screw 2.0 Arix,Cortical Screw 2.0 Arix,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,650.00 / ตัว; 650.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000189,1,Cortical Screw 2.4 Arix,Cortical Screw 2.4 Arix,Cortical Screw 2.4 Arix,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,790.00 / ตัว; 790.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000190,1,Cortical Screw 2.7 Arix,Cortical Screw 2.7 Arix,Cortical Screw 2.7 Arix,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,790.00 / ตัว; 790.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000194,1,Cortical Screw 3.5 Arix,Cortical Screw 3.5 Arix,Cortical Screw 3.5 Arix,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,910.00 / ตัว; 910.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000207,1,Cortical Screw 1.2 Arix,Cortical Screw 1.2 Arix,Cortical Screw 1.2 Arix,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,530.00 / ตัว; 530.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,000000000026,1,Bone pin,Bone pin,Bone pin,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,300.00 / อัน; 300.00 / อัน,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000217,1,Bone Graft,Bone Graft,Bone Graft,,ครั้ง,,,ครั้ง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"2,000.00 / ครั้ง; 2,000.00 / ครั้ง",ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000191,1,Cortical Screw 2.7 ปกรภัณฑ์,Cortical Screw 2.7 ปกรภัณฑ์,Cortical Screw 2.7 ปกรภัณฑ์,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,350.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000195,1,Cortical Screw 3.5 ปกรภัณฑ์,Cortical Screw 3.5 ปกรภัณฑ์,Cortical Screw 3.5 ปกรภัณฑ์,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,430.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000208,1,Cortical Screw 2.0 ปกรภัณฑ์,Cortical Screw 2.0 ปกรภัณฑ์,Cortical Screw 2.0 ปกรภัณฑ์,,ตัว,,,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,520.00 / ตัว,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000108,1,PDS 3/0,PDS 3/0,PDS 3/0,,ซอง,,,ซอง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,400.00 / ซอง; 400.00 / ซอง,ไม่มี,Active,วัสดุผ่าตัด
วัสดุผ่าตัด,,050000000225,1,Plate ปกรภัณฑ์,Plate ปกรภัณฑ์,Plate ปกรภัณฑ์,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"3,000.00 / แผ่น",ไม่มี,Active,วัสดุผ่าตัด
ทำแผล,,080000000024,3,ค่าหัตถการทำแผล,ค่าหัตถการทำแผล,ค่าหัตถการทำแผล,,บาท,,,บาท,ค่าหัตถการ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,050000000048,1,"ก๊อซม้วน 3 นิ้ว (Gauze roll 3"")","ก๊อซม้วน 3 นิ้ว (Gauze roll 3"")","ก๊อซม้วน 3 นิ้ว (Gauze roll 3"")",,ม้วน,,,ม้วน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,10.00 / ม้วน; 10.00 / ม้วน,มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,050000000011,1,ผ้าก๊อซ แบบห่อสเตอร์ไรด์ (Gauze pack),ผ้าก๊อซ (Gauze pack),ผ้าก๊อซ (Gauze pack),,ห่อ,,,ห่อ,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,15.00 / ห่อ; 15.00 / ห่อ,มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,050000000170,2,abdominal gauze 12x12,abdominal gauze 12x12,abdominal gauze 12x12,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,60.00 / แผ่น; 60.00 / แผ่น,ไม่มี,Active,"หัตถการ,ทำแผล"
