Tab,ทำแล้ว,Item Code,ตำแหน่ง,Description,Trade Name,Common Name,Route,หน่วยการใช้งาน,Frequency/Rate,Note,Unit,Receipt Category,Alert Min,Alert Max,Formula,Sell Price,Rx Default,Status,Category
ยาฉีด,,010000000306,1,Meloxicam inj.,(Tx.) Meloxicam inj.,(Tx.) Meloxicam inj.,SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 80.00; 0.51-1 = 150.00; 1.01-1.5 = 200.00; 1.51-2 = 260.00; 2.01-2.5 = 320.00; 2.51-3 = 380.00; 3.01-3.5 = 440.00; 3.51-4 = 500.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000019,1,Tolfenamic acid 4% (Tolfedine 4%),Tolfenamic acid 4% (Tolfedine 4%),Tolfenamic acid 4% (Tolfedine 4%),SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 60.00; 0.51-1 = 100.00; 1.01-1.5 = 120.00; 1.51-2 = 150.00; 2.01-10 = 150.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000024,1,Prednisolone (inj.) IM,Prednisolone injection,,IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 50.00; 0.51-1 = 50.00; 1.01-1.5 = 80.00; 1.51-2 = 80.00; 2.01-10 = 100.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000023,1,Dexamethasone (inj.),Dexamethasone (inj.),Dexamethasone (inj.),IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 50.00; 0.51-1 = 50.00; 1.01-1.5 = 80.00; 1.51-2 = 80.00; 2.01-10 = 100.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000020,1,Tramadol (inj.),Tramache,Tramadol injection,IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 60.00; 0.51-1 = 100.00; 1.01-1.5 = 150.00; 1.51-2 = 200.00; 2.01-10 = 250.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000141,2,fentanyl (injection),fentanyl (injection),fentanyl (injection),IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,"0.01-1 = 100.00; 1.01-2 = 200.00; 2.01-3 = 300.00; 3.01-4 = 400.00; 4.01-5 = 500.00; 5.01-10 = 600.00; 10.01-15 = 700.00; 15.01-20 = 800.00; 20.01-25 = 900.00; 25.01-30 = 1,000.00; 30.01-40 = 1,200.00; 40.01-50 = 1,300.00; 50.01-60 = 1,400.00; 60.01-70 = 1,500.00; 70.01-80 = 1,600.00; 80.01-90 = 1,700.00; 90.01-100 = 1,800.00",ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000021,2,Morphine sulfate (inj.),Morphine sulfate,,IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 60.00; 0.51-1 = 100.00; 1.01-2 = 150.00; 2.01-3 = 200.00; 3.01-10 = 250.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000055,2,Transamin (Tranex - 250) (inj.),Tranex - 250,Transamin (Tranex - 250) (inj.),IV slow,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 110.00; 3.01-4 = 140.00; 4.01-5 = 170.00; 5.01-10 = 200.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000126,1,ondansetron(onsia),ondansetron(onsia),,SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0.0,0.0,B - Range price,0.01-0.5 = 50.00; 0.51-1 = 80.00; 1.01-2 = 140.00; 2.01-3 = 180.00; 3.01-4 = 220.00; 4.01-5 = 260.00; 5.01-6 = 300.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,000000000019,1,cerenia (maropitant 10mg/mL),cerenia (maropitant 10mg/mL),cerenia (maropitant 10mg/mL),SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,"0.01-0.3 = 150.00; 0.31-0.5 = 200.00; 0.51-0.8 = 275.00; 0.81-1 = 350.00; 1.01-1.5 = 525.00; 1.51-2 = 700.00; 2.01-2.5 = 875.00; 2.51-3 = 1,050.00; 3.01-3.5 = 1,225.00; 3.51-4 = 1,400.00; 4.01-4.5 = 1,575.00; 4.51-5 = 1,750.00",ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000047,1,Omeprazole 40 mg (inj.),Omeprazole inj 40 mg,,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 60.00; 1.01-2 = 80.00; 2.01-10 = 160.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000026,1,Acetylcysteine (Flumucil inj 300 mg ) (inj.),Flumucil inj 300 mg,,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1.5 = 50.00; 1.51-3 = 100.00; 3.01-6 = 150.00; 6.01-9 = 200.00; 9.01-15 = 250.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000059,1,Vitamin C (inj) 250 mg/ml,Vitamin C (inj) 250 mg/ml,Vitamin C (inj) 250 mg/ml,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 30.00; 0.51-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 100.00; 3.01-4 = 100.00; 4.01-10 = 100.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000111,1,Infervac 10 ml (กระตุ้นภูมิ),Infervac 10 ml (กระตุ้นภูมิ),Infervac 10 ml (กระตุ้นภูมิ),IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,200.00 / ซีซี,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000038,2,Glucose 50 % (inj.),Glucose 50 %,Glucose 50 % (inj.),IV slow,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-10 = 60.00; 10.01-20 = 120.00; 20.01-30 = 180.00; 30.01-40 = 240.00; 40.01-50 = 300.00; 50.01-60 = 360.00; 60.01-70 = 420.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000045,1,Metoclopramide (Met - Sil) (inj.),Met - sil inj,,SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 30.00; 0.51-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 100.00; 3.01-4 = 100.00; 4.01-10 = 100.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000110,1,Vinblastin 10 ml,Vinblastin 10 ml,Vinblastin 10 ml,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-10 = 800.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000014,1,Vincristin (inj.),Vincristin 1 ml,,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.3 = 200.00; 0.31-0.6 = 300.00; 0.61-1 = 350.00; 1.01-2 = 400.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000028,1,Aminophyline 0.25 gm (inj.),Aminophyline 0.25 gm,,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-10 = 80.00; 10.01-20 = 160.00; 20.01-30 = 240.00; 30.01-40 = 320.00; 40.01-50 = 400.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000105,2,Ampicillin 1g/vial (Inj),(Tx) Ampicillin (Inj),(Tx) Ampicillin (Inj),IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 60.00; 0.51-1 = 60.00; 1.01-1.5 = 100.00; 1.51-2 = 100.00; 2.01-10 = 150.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000129,1,atipam (atipamezole),atipam (atipamezole),atipam (atipamezole),IM,ซีซี,dilute IV,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.3 = 300.00; 0.31-0.6 = 400.00; 0.61-1 = 500.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000115,1,Berenil 7 % 20 ml,Berenil 7 % 20 ml,Berenil 7 % 20 ml,IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 100.00; 1.01-2 = 200.00; 2.01-3 = 300.00; 3.01-4 = 400.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000015,1,Butasyl (inj.),Butasyl,,IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 30.00; 0.51-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 110.00; 3.01-4 = 140.00; 4.01-10 = 170.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000158,1,Cavumox 1.2g (inj) IV,Amoxicillin  1 g + Clavulanate 200 mg,อัตราส่วน Amoxicillin : Clavulanate คิดเป็น  5:1,IV,ขวด,,,ขวด,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,500.00 / ขวด,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000002,2,Cefazolin (Cefaben) (inj),Cefaben,,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 60.00; 1.01-2 = 100.00; 2.01-10 = 150.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000003,1,Ceftriaxone 1 g (Trixophin 1 g) (inj.),Trixophin 1 g,,IV,ขวด,,,ขวด,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,150.00 / ขวด,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000033,1,Chlorpheniramine (CPM) (inj.),Chlorpheniramine 1 ml,,IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 30.00; 0.51-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 100.00; 3.01-4 = 100.00; 4.01-10 = 100.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,000000000024,1,Cytopoint 40 mg/ml (lokivetmabi),Cytopoint,Cytopoint,SC,ขวด,,,ขวด,ค่ายาฉีด / สารน้ำ,0.0,0.0,B - Range price,"0.01-0.25 = 2,000.00; 0.26-0.5 = 2,500.00; 0.51-0.75 = 3,500.00; 0.76-1 = 4,000.00",ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000066,1,Dexdomitor (inj.),Dexdomitor,,IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,500.00 / ซีซี,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000134,1,dimenhydrinate(divomit),dimenhydrinate(divomit),dimenhydrinate(divomit),IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,C - Divide factor price,50.00 / 1,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000017,1,Dipyrone (inj.) (novacilan),Dipyrone (novacilan),Novacilan,IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 50.00; 0.51-1 = 50.00; 1.01-1.5 = 80.00; 1.51-2 = 80.00; 2.01-10 = 100.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000161,1,Doxorubicin 50mg/25ml (inj.),Doxorubicin,Doxorubicin,IV CRI,ขวด,Rate    ml/hr,,ขวด,ค่ายาฉีด / สารน้ำ,0.0,0.0,C - Divide factor price,700.00 / 1,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000018,1,Flunixin Meglumine (inj.),Finadyne,Flunixin Meglumine (inj.),SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 50.00; 0.51-1 = 50.00; 1.01-1.5 = 80.00; 1.51-2 = 80.00; 2.01-10 = 100.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000036,1,Furosemide 10 mg/ml (inj.),Furosemide 10 mg/ml,,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 30.00; 0.51-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 100.00; 3.01-4 = 100.00; 4.01-10 = 100.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000100,1,Gentamycin (inj),Gentamycin (inj),Gentamycin (inj),Nebulized,ซีซี,Dilute with NSS to a total volume of 20cc,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 60.00; 0.51-1 = 60.00; 1.01-1.5 = 100.00; 1.51-2 = 100.00; 2.01-10 = 150.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000039,1,Hemaccele (inj.)(Gelofusine)ขายยกขวด,Hemaccele(Gelofusine),,IV,กระปุก,,,กระปุก,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-500 = 500.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000040,1,Heparin (inj.),Heparin (5 ml/ขวด),,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 120.00; 1.01-2 = 200.00; 2.01-3 = 280.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000074,1,Insugen-R (Regular) (inj.),Insugen-R (Regular),,IM / SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 100.00; 1.01-2 = 200.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000081,2,Iohexal (Omnipaque 300) (inj.),Omnipaque 300,,,ซีซี,Dilute with NSS to a total volume of …...cc,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-3 = 100.00; 3.01-4 = 130.00; 4.01-5 = 160.00; 5.01-6 = 190.00; 6.01-7 = 220.00; 7.01-8 = 250.00; 8.01-9 = 280.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000155,1,L-asparaginase  *เคมีบำบัด ม.กึ้ง*,,L-asparaginase,SC,ขวด,,,ขวด,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,"1,600.00 / ขวด",ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000042,1,Laurabolin (inj.),Laurabolin (10 ml/ขวด),,SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 80.00; 0.51-1 = 100.00; 1.01-1.5 = 150.00; 1.51-2 = 200.00; 2.01-2.5 = 250.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000154,1,Librela (bedinvetmab30mg/ml) For dog,Librela,Librela,SC,ขวด,,,ขวด,ค่ายาฉีด / สารน้ำ,0,0,C - Divide factor price,"4,200.00 / 1",ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000044,1,Manitol 20 % 500 ml (inj.),Manitol 20 % 500 ml,,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-20 = 100.00; 20.01-30 = 150.00; 30.01-40 = 200.00; 40.01-50 = 250.00; 50.01-60 = 300.00; 60.01-70 = 350.00; 70.01-500 = 400.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000130,1,medetomidine (sedator),medetomidine (sedator),medetomidine (sedator),IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.3 = 300.00; 0.31-0.6 = 400.00; 0.61-1 = 500.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000114,1,Niketamine,(Tx) Niketamine,(Tx) Niketamine,IV,ซีซี,dilute IV,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 30.00; 0.51-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 100.00; 3.01-4 = 100.00; 4.01-10 = 100.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000160,1,Norepinephrine inj,,Norepinephrine,IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-10 = 100.00; 10.01-20 = 200.00; 20.1-30 = 300.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000106,1,Oxytetracyclin as HCL and Lidocain 40 mg/2ml (Oxytet)(Inj),(Tx) Oxytetracyclin (Inj),(Tx) Oxytetracyclin (Inj),IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 60.00; 0.51-1 = 60.00; 1.01-1.5 = 100.00; 1.51-2 = 100.00; 2.01-10 = 150.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000079,1,Oxytocin (inj.),Oxytocin,,IM /SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 100.00; 1.01-2 = 200.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,010000000142,1,Retromed *แบบแบ่งขาย* SC/PO,MAP30,Retromed /ยาเสริมภูมิต้านไวรัส,SC / PO,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 150.00; 1.01-2 = 300.00; 2.01-3 = 450.00; 3.01-4 = 600.00; 4.01-5 = 750.00,มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000143,1,Shotapen (benzylpenicillin+streptomycin),Shotapen (benzylpenicillin+streptomycin),Shotapen (benzylpenicillin+streptomycin),SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 100.00; 3.01-4 = 120.00; 4.01-5 = 140.00; 5.01-6 = 160.00; 6.01-7 = 180.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000054,1,Sterile water (inj.),Sterile water,,IV,Ampule,,,Ampule,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,50.00 / Ampule,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000101,1,Sulfa-Trimethropim 240 mg/ml (STMP) (Inj),(Tx) Sulfa-Trimethropim 240 mg/ml (STMP) (Inj),(Tx) Sulfa-Trimethropim 240 mg/ml (STMP) (Inj),IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 60.00; 0.51-1 = 60.00; 1.01-1.5 = 100.00; 1.51-2 = 100.00; 2.01-10 = 150.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,050000000171,1,Tx:Amioplasmal 500 ml.(parenteral amino acid),Tx:Amioplasmal 500 ml.(parenteral amino acid),Tx:Amioplasmal 500 ml.(parenteral amino acid),IV,ขวด,,,ขวด,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,800.00 / ขวด,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000151,1,Tx:Clexane (Enoxaparine 8000 IU/0.8ml),Clexane (Enoxaparine 8000 IU/0.8ml),Clexane (Enoxaparine 8000 IU/0.8ml),SC,หลอด,,,หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,500.00 / หลอด; 500.00 / หลอด,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000136,1,virbagen injection (TX),(Tx) virbagen injection,(Tx) virbagen injection,PO,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,C - Divide factor price,250.00 / 0.05,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000062,1,Vitamin ADE,Vitamin ADE,Vitamin ADE,IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 80.00; 0.51-1 = 80.00; 1.01-2 = 120.00; 2.01-10 = 160.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000117,1,Vitamin B complex,(Tx) Vitamin B complex,(Tx) Vitamin B complex,SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 30.00; 0.51-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 100.00; 3.01-4 = 100.00; 4.01-10 = 100.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000061,1,Vitamin K1 (10 mg/ml),Vitamin K1 (10 mg/ml),Vitamin K1 (10 mg/ml),SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,100.00 / ซีซี,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000116,1,Yohimbin (Inj),(Tx) Yohimbin (Inj),(Tx) Yohimbin (Inj),slow IV/IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 60.00; 0.51-1 = 100.00; 1.01-1.5 = 120.00; 1.51-2 = 150.00; 2.01-2.5 = 150.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
ยาฉีด,,020000000022,1,Vescopolamine (Hyoscine) (inj.),Hyoscine,,IM,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 50.00; 0.51-1 = 50.00; 1.01-1.5 = 80.00; 1.51-2 = 80.00; 2.01-10 = 100.00,ไม่มี,Active,ยาฉีดที่ใช้บ่อย
วัคซีน,,020000000091,1,Rabies vaccine (Rabisin) วัคซีนพิษสุนัขบ้า,Rabisin,วัคซีนพิษสุนัขบ้า,SC,dose,,,dose,ค่าวัคซีน,0,0,A - Unit price,60.00 / dose,ไม่มี,Active,วัคซีน
วัคซีน,,020000000092,1,Vanguard HTLP 5/CV-L vaccine (วัคซีนรวม 5 โรค),Vanguard HTLP 5/CV-L,วัคซีนรวม 5 โรค,SC,dose,,,dose,ค่าวัคซีน,0,0,A - Unit price,200.00 / dose,ไม่มี,Active,วัคซีน
วัคซีน,,020000000094,1,Feline Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci vaccine (Novibac:Feline 1-HCPCh) วัคซีนไข้หัด-หวัดแมว,Novibac:Feline 1-HCPCh,วัคซีนไข้หัด-หวัดแมว,SC,dose,,,dose,ค่าวัคซีน,0,0,A - Unit price,200.00 / dose,ไม่มี,Active,วัคซีน
วัคซีน,,020000000095,1,Feline Leukemia vaccine (Nobivac:Feline 2-FeLV) วัคซีนลิวคีเมีย,Nobivac:Feline 2-FeLV,วัคซีนลิวคีเมีย,SC,dose,,,dose,ค่าวัคซีน,0,0,A - Unit price,300.00 / dose,ไม่มี,Active,วัคซีน
วัคซีน,,020000000041,1,Ivermectin (inj.) (IVM),Ivermectin (100 ml/ขวด),,SC,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 120.00; 1.01-2 = 170.00; 2.01-3 = 220.00; 3.01-4 = 270.00; 4.01-5 = 320.00; 5.01-6 = 370.00,ไม่มี,Active,วัคซีน
วัคซีน,,010000000184,1,Pyrapam syrub (Pyrantel),Pyrapam syrub,Pyrapam syrub (ถ่ายพยาธิ),PO,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 30.00; 1.01-2 = 40.00; 2.01-3 = 50.00,มี,Active,วัคซีน
ผ่าตัด,,030000000005,2,ค่าผ่าตัด,ค่าผ่าตัด,ค่าผ่าตัด,,บาท,,,บาท,ค่าผ่าตัด,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,030000000082,1,ค่าบริการศัลยกรรม,ค่าบริการศัลยกรรม,ค่าบริการศัลยกรรม,,บาท,,,บาท,ค่าบริการทางการแพทย์,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,030000000076,1,ค่าบริการผ่าตัดนอกเวลาราชการ,ค่าบริการผ่าตัดนอกเวลาราชการ,ค่าบริกาผ่ารตัดนอกเวลาราชการ,,บาท,,,บาท,ค่าบริการทางการแพทย์,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,030000000079,1,ค่าบริการผ่าตัดฉุกเฉินนอกเวลาราชการ,ค่าบริการผ่าตัดฉุกเฉินนอกเวลาราชการ,ค่าบริการผ่าตัดฉุกเฉินนอกเวลาราชการ,,ครั้ง,,,ครั้ง,ค่าบริการทางการแพทย์,0.0,0.0,A - Unit price,500.00 / ครั้ง; 500.00 / ครั้ง,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000124,1,วางยาสลบแมวด้วยยาฉีด,วางยาสลบแมวด้วยยาฉีด,วางยาสลบแมวด้วยยาฉีด,,กิโลกรัม,,,กิโลกรัม,ค่ายาฉีด / สารน้ำ,0.0,0.0,B - Range price,1-5 = 300.00; 5.01-10 = 350.00; 1-5 = 300.00; 5.01-10 = 350.00,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,020000000125,1,วางยาสลบสุนัขด้วยยาฉีด,วางยาสลบสุนัขด้วยยาฉีด,วางยาสลบสุนัขด้วยยาฉีด,,กิโลกรัม,,,กิโลกรัม,ค่ายาฉีด / สารน้ำ,0.0,0.0,B - Range price,0.01-10 = 400.00; 10.01-20 = 450.00; 20.01-40 = 500.00; 40.01-80 = 550.00; 0.01-10 = 400.00; 10.01-20 = 450.00; 20.01-40 = 500.00; 40.01-80 = 550.00,ไม่มี,Active,ผ่าตัด และวางยา
ผ่าตัด,,030000000084,1,ค่าหัตถการส่องกล้อง (endoscope),ค่าหัตถการส่องกล้อง (endoscope),ค่าหัตถการส่องกล้อง (endoscope),,บาท,,,บาท,ค่าตรวจวินิจฉัยส่องกล้อง,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active,ผ่าตัด และวางยา
