Item Code(รหัส),Description(ชื่อยา/บริการ),Trade Name(ชื่อการค้า),Common Name(ชื่อใช้เรียกบ่อย),Unit(หน่วยนับ),Receipt Category(หมวดใบเสร็จ),Alert Min,Alert Max,Formula,Sell Price(ราคาขาย),Rx Default,Status
'010000000142,Retromed *แบบแบ่งขาย* SC/PO,MAP30,Retromed /ยาเสริมภูมิต้านไวรัส,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 150.00; 1.01-2 = 300.00; 2.01-3 = 450.00; 3.01-4 = 600.00; 4.01-5 = 750.00,มี,Active
'010000000146,Immuplex B gold,Immuplex B gold,Immuplex B gold (สีน้ำตาลเม็ดกลม) ยาเสริมภูมิ,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,25.00 / เม็ด,มี,Active
'010000000147,Lysine,Lysine,Lysine(เสริมภูมิคุ้มกัน),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,10.00 / เม็ด,มี,Active
'010000000149,Hepo Liquid 100ml *keyจ่ายทีละ1ขวด***ห้ามแบ่งขาย*,Hepo Liquid 100ml,Hepo Liquid 100ml / ยาบำรุงตับ,ซีซี,ค่ายานำกลับ,0,0,B - Range price,0.01-100 = 270.00,มี,Active
'010000000151,Eicosa-S (OFA - S),OFA - S,OFA - S (บำรุงขนและผิวหนัง),แคปซูล,ค่ายานำกลับ,0,0,A - Unit price,15.00 / แคปซูล,มี,Active
'010000000152,OFA - L,(60 เม็ด),OFA - L (บำรุงขนและผิวหนัง),แคปซูล,ค่ายานำกลับ,0,0,A - Unit price,20.00 / แคปซูล,มี,Active
'010000000153,Valerian (Pet Mood Tab),Pet Mood Tab,Pet Mood Tab,แคปซูล,ค่ายานำกลับ,0.0,0.0,A - Unit price,15.00 / แคปซูล; 15.00 / แคปซูล,มี,Active
'010000000154,RE - B Forte (Reb forte),RE - B Forte (Reb forte),RE - B Forte (บำรุงประสาท)/เม็ดสีชมพู,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,8.00 / เม็ด,มี,Active
'010000000155,Renovet,Renovet,Renovet บำรุงไต,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,15.00 / เม็ด,มี,Active
'010000000157,Silymarin (Samarin 140 mg),Samarin 140 mg,Samarin 140 mg (บำรุงตับ),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,10.00 / เม็ด,มี,Active
'010000000159,Synoquin EFA Large Breed,Synoquin EFA Large Breed,Synoquin EFA Large Breed (บำรุงข้อ),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,40.00 / เม็ด,มี,Active
'010000000160,Synovits syn - o - Vits (Panvit),Synovits syn - o - Vits (Panvit),Multivitamin syrup (วิตามินบำรุง/น้ำสีเหลือง),ซีซี,ค่ายานำกลับ,0,0,B - Range price,0.01-30 = 50.00; 30.01-60 = 100.00; 60.01-90 = 150.00; 90.01-120 = 200.00,มี,Active
'010000000163,"Vitamin B รวม B1,2,6 (Vitamin B complex)",Vitamin B complex,"VitaminB รวม (B1,2,6) (วิตามินบำรุง/เม็ดสีแดงกลม)",เม็ด,ค่ายานำกลับ,0,0,A - Unit price,3.00 / เม็ด,มี,Active
'010000000164,Vitamin C 100,Ascobic acid,VitaminC 100 (วิตามินซี/เม็ดสีน้ำเงิน),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,3.00 / เม็ด,มี,Active
'010000000165,Vitamin C 500,VitC 500,VitaminC 500 (วิตามินซี/เม็ดสีเหลือง),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,5.00 / เม็ด,มี,Active
'010000000166,Folivit 5 mg (folic acid 5 mg),Folivit 5 mg,Folivit 5 mg /บำรุงเลือด,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,5.00 / เม็ด,มี,Active
'010000000167,Vitamin E 200 IU,VitaminE 200 IU,VitaminE 200 IU (วิตามินอี),แคปซูล,ค่ายานำกลับ,0,0,A - Unit price,10.00 / แคปซูล,มี,Active
'010000000169,Retromed  SC/PO (**ขายยกขวด 15ml**),Retromed  SC/PO (**ขายยกขวด 15ml**),Retromed  SC/PO (**ขายยกขวด 15ml**),ขวด,ค่ายานำกลับ,0,0,A - Unit price,"1,950.00 / ขวด",มี,Active
'010000000170,Levothyroxine sodium 100 mcg *ไทรอย* (Thyrosit 100 mcg),Thyrosit 100 mcg (Thyroxine),Thyrosit 100 mcg (ยาไทรอยด์),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,5.00 / เม็ด,มี,Active
'010000000171,Transamine 250 mg /cap( ห้ามเลือด),Transamine capsule,Transamine 250 mg (ห้ามเลือด),แคปซูล,ค่ายานำกลับ,0,0,A - Unit price,10.00 / แคปซูล,มี,Active
'010000000173,แคปซูลเปล่า เบอร์ 0 (Capsule),แคปซูลเปล่าสำหรับแบ่งยา เบอร์ 0 (Capsule),แคปซูลเปล่า เบอร์ 0 (Capsule),แคปซูล,ค่ายานำกลับ,0,0,A - Unit price,2.00 / แคปซูล,มี,Active
'010000000174,Azathioprine 50 mg (Immuran 50 mg),Immuran 50 mg,Azathioprine 50 mg (กดภูมิ),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,25.00 / เม็ด,มี,Active
'010000000175,Cyclophosphamide 50 mg (Cycloxan 50 mg),Cycloxan 50 mg,Cyclophosphamide 50 mg (ต้านเนื้องอก),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,30.00 / เม็ด,มี,Active
'010000000181,Drontal Cat (ถ่ายพยาธิ) 1:4kg*ห้ามแมวท้องกิน**,Drontal Cat (ถ่ายพยาธิ),Drontal Cat (ยาถ่ายพยาธิ),เม็ด,ค่ายานำกลับ,0,0,C - Divide factor price,60.00 / 1,มี,Active
'010000000182,Simparica TRIO (5-10kg),Simparica TRIO (5-10kg),Simparica TRIO (5-10kg) (กินเดือนละครั้ง),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,260.00 / เม็ด,มี,Active
'010000000183,Pyrapam syrub (Pyrantel) (1 ขวด),Pyrapam syrub (Pyrantel),Pyrapam syrub (Pyrantel) (ถ่ายพยาธิ),ซีซี,ค่ายานำกลับ,0.0,0.0,A - Unit price,80.00 / ซีซี; 60.00 / ซีซี,มี,Active
'010000000184,Pyrapam syrub (Pyrantel),Pyrapam syrub,Pyrapam syrub (ถ่ายพยาธิ),ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-1 = 30.00; 1.01-2 = 40.00; 2.01-3 = 50.00,มี,Active
'010000000186,Simparica TRIO (1.25-2.5 kg),Simparica TRIO (1.25-2.5 kg),Simparica TRIO (1.25-2.5 kg)/เดือนละครั้ง,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,220.00 / เม็ด,มี,Active
'010000000187,Simparica TRIO (2.5-5 kg),Simparica TRIO (2.5-5 kg),Simparica TRIO (2.5-5 kg)(กินเดือนละครั้ง),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,240.00 / เม็ด,มี,Active
'010000000189,Ivermectin (ยากิน) (IVM),Ivomec,Ivermectin (ยาฆ่าไรขี้เรื้อน),ซีซี,ค่ายานำกลับ,0,0,A - Unit price,30.00 / ซีซี,มี,Active
'010000000190,Virbagen Omega ผสมแล้ว,Virbagen Omega,Virbagen(เสริมภูมิ),ซีซี,ค่ายานำกลับ,0,0,B - Range price,0.01-10 = 150.00; 10.01-20 = 250.00; 20.01-30 = 350.00,มี,Active
'010000000193,"Incide(ยาถ่ายพยาธิ) (Febentel 150 mg, Paziquantel 50 mg, Pyrantel 144 mg) 1:10kg",Incide/Prarintel,Prarintel/ยาถ่ายพยาธิ,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,40.00 / เม็ด,มี,Active
'010000000195,Potassium 1.5 g/10 ml (ยากิน) ขายยก ampule,Potassium 1.5 g/10 ml (ยากิน) ขายยก ampule,Potassium 1.5 g/10 ml,Ampule,ค่ายานำกลับ,0.0,0.0,A - Unit price,80.00 / Ampule,มี,Active
'010000000198,Rabbit care plus 70g,Rabbit care plus 70g QBA+PA,Rabbit care plus 70g (อาหารเสริมสำหรับสัตว์ป่วย),กระปุก,ค่ายานำกลับ,0,0,A - Unit price,215.00 / กระปุก,มี,Active
'010000000202,Synoquin EFA Large Breed (ยกกล่อง30 เม็ด),Synoquin EFA Large Breed,Synoquin EFA Large Breed (ยกกล่อง30 เม็ด) (บำรุงข้อ),เม็ด,ค่ายานำกลับ,0,0,C - Divide factor price,"1,100.00 / 1",มี,Active
'010000000206,Hydrochlorothiazide (HCTZ) 50mg,,Hydrochlorothiazide HTCZ 50 mg(ยาขับน้ำ)/สีส้มอ่อน,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,5.00 / เม็ด,มี,Active
'010000000211,Norfloxacin 200 mg,,Norfloxacin 200 mg(ปฏิชีวนะ) เม็ดสีขาววงรี,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,8.00 / เม็ด,มี,Active
'010000000213,Terbutaline syrup (1.5 mg/5 ml) (broncolix),broncolix (1ขวดมี 60ml),Terbutaline syrup (broncolix) (ขยายหลอดลม ลดอการไอ)สีใส,ซีซี,ค่ายานำกลับ,0,0,B - Range price,0.01-30 = 50.00; 30.01-60 = 100.00,มี,Active
'010000000219,Praziquantel 600 mg,OPTICDE-FC,Praziquantel 600 mg /ยาถ่ายพยาธิ,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,50.00 / เม็ด,มี,Active
'010000000220,Hepato tab,,Hepato tab (บำรุงตับ),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,15.00 / เม็ด,มี,Active
'010000000221,Caredio-Balance for dog,Caredio-Balance for dog,Caredio-Balance for dog (บำรุงหัวใจ),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,15.00 / เม็ด,มี,Active
'010000000223,Petme-lyte (ผงเกลือแร่),Petme-lyte (ผงเกลือแร่),Petme-lyte (ผงเกลือแร่),ซอง,ค่ายานำกลับ,0,0,A - Unit price,25.00 / ซอง,มี,Active
'010000000225,Piroxicam 10 mg (เม็ดเหลืองกลม),Piroxicam 10 mg  (บรรเทาปวด ลดการอักเสบ),Piroxicam 10 mg (บรรเทาปวด ลดการอักเสบ) (เม็ดเหลืองกลม),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,8.00 / เม็ด,มี,Active
'010000000228,Unison enema (ลูกสวนช่วยระบาย),Unison enema (ลูกสวนช่วยระบาย),Unison enema (ลูกสวนช่วยระบาย),หลอด,ค่ายานำกลับ,0,0,A - Unit price,20.00 / หลอด,มี,Active
'010000000229,Onsior 6 mg (ลดปวด/ลดอักเสบ),Onsior 6 mg,Onsior 6 mg (ลดปวด/ลดอักเสบ),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,30.00 / เม็ด,มี,Active
'010000000230,i-Cal plus (calcium),i-Cal plus (calcium),i-Cal plus (calcium) แคลเซียม,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,10.00 / เม็ด,มี,Active
'010000000231,i-Cal plus (calcium) (25เม็ด),i-Cal plus (calcium),i-Cal plus (calcium) (25เม็ด) แคลเซียม,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,200.00 / เม็ด,มี,Active
'010000000235,Caredio-Balance for dog (30 เม็ด),Caredio-Balance for dog (30 เม็ด/กระปุก),Caredio-Balance for dog (30 เม็ด/กระปุก) บำรุงหัวใจ,เม็ด,ค่ายานำกลับ,0,0,C - Divide factor price,350.00 / 1,มี,Active
'010000000240,pimobendan (vetmedin) 1.25 mg.,pimobendan (vetmedin) 1.25 mg. เพิ่มการบีบตัวของหัวใจ,pimobendan (vetmedin) 1.25 mg. เพิ่มการบีบตัวของหัวใจ,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,50.00 / เม็ด,มี,Active
'010000000241,pimobendan (vetmedin) 5 mg.,pimobendan (vetmedin) 5 mg. เพิ่มการบีบตัวของหัวใจ,pimobendan (vetmedin) 5 mg. เพิ่มการบีบตัวของหัวใจ,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,100.00 / เม็ด,มี,Active
'010000000245,(Amoxicillin 100 mg + Clavulanic 25 mg ) AMC 125 mg,Amoxclamed 125 mg (ยาปฏิชีวนะ),Amoxclamed 125 mg (ยาปฏิชีวนะ),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,15.00 / เม็ด,มี,Active
'010000000247,pyrantel 125 mg.(pyrapam),pyrantel 125 mg.(pyrapam),pyrantel 125 mg.(pyrapam),เม็ด,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,10.00 / เม็ด,ไม่มี,Active
'010000000248,bravecto 2 - 4.5 kg. (fluralaner 112.5 mg.),bravecto 2 - 4.5 kg. (fluralaner 112.5 mg.),bravecto 2 - 4.5 kg. (fluralaner 112.5 mg.),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,600.00 / เม็ด,มี,Active
'010000000249,bravecto 4.5-10 kg. (fluralaner 250 mg.),bravecto 4.5-10 kg. (fluralaner 250 mg.),bravecto 4.5-10 kg. (fluralaner 250 mg.)/ป้องกันเห็บหมัด,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,700.00 / เม็ด,มี,Active
'010000000250,bravecto 10-20 kg. (fluralaner 500 mg.),bravecto 10-20 kg. (fluralaner 500 mg.),bravecto 10-20 kg. (fluralaner 500 mg.),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,800.00 / เม็ด,มี,Active
'010000000251,bravecto 20-40 kg. (fluralaner 1000 mg.),bravecto 20-40 kg. (fluralaner 1000 mg.),bravecto 20-40 kg. (fluralaner 1000 mg.),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,900.00 / เม็ด,มี,Active
'010000000252,Amoxicillin 500 mg + Clavulanic 125 mg (Ranclav 625 mg) AMC,Ranclav  625 mg,Amoxi 500 mg + Clav 125 mg (AMC 625 mg)(ปฏิชีวนะ),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,30.00 / เม็ด,มี,Active
'010000000253,fortekor (benazepril 5 mg),fortekor (benazepril 5 mg),benazepril 5 mg.(ขยายหลอดเลือด),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,40.00 / เม็ด,มี,Active
'010000000254,fortekor (benazepril 5 mg) (28 เม็ด),fortekor (benazepril 5 mg),fortekor (benazepril 5 mg) (28 เม็ด) (ขยายหลอดเลือด),เม็ด,ค่ายานำกลับ,0,0,C - Divide factor price,"1,000.00 / 1",มี,Active
'010000000255,Hairball Solution (air-lax) แบ่งขาย,Hairball Solution (สลายก้อนขน),Hairball Solution (air-lax) แบ่งขาย (สลายก้อนขน),ซีซี,ค่ายานำกลับ,0,0,C - Divide factor price,80.00 / 30,มี,Active
'010000000256,Hairball Solution (air-lax) 100 ml.,Hairball Solution (สลายก้อนขน),Hairball Solution (air-lax) 100 ml. (สลายก้อนขน),หลอด,ค่ายานำกลับ,0,0,A - Unit price,260.00 / หลอด,มี,Active
'010000000257,Phenobarbital 60 mg (PB 60),Phenobarbital 60 mg,Phenobarbital 60 mg (ระงับชัก),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,7.00 / เม็ด,มี,Active
'010000000258,Antinol,Antinol,Antinol (บำรุงข้อ/ลดอักเสบ),แคปซูล,ค่ายานำกลับ,0,0,A - Unit price,30.00 / แคปซูล,มี,Active
'010000000259,Lopress(prazosin 1 mg.) คลายหูรูดทางเดินปัสสาวะ,Lopress(prazosin 1 mg.) คลายหูรูดทางเดินปัสสาวะ,Lopress(prazosin 1 mg.) คลายหูรูดทางเดินปัสสาวะ,เม็ด,ค่ายานำกลับ,0,0,A - Unit price,5.00 / เม็ด,มี,Active
'010000000261,Lypex,Lypex (ยาช่วยย่อย),Lypex (ยาช่วยย่อย),แคปซูล,ค่ายานำกลับ,0,0,A - Unit price,65.00 / แคปซูล,มี,Active
'010000000262,Aktivait S (บำรุงร่ายกาย),Aktivait S (บำรุงร่ายกาย),Akitivait S (บำรุงร่ายกาย),แคปซูล,ค่ายานำกลับ,0,0,A - Unit price,35.00 / แคปซูล,มี,Active
'010000000268,NexGard spectra 15-30 kg.(ขายยกกล่อง 3เม็ด/กล่อง),NexGard spectra 15-30 kg.(ขายยกกล่อง 3เม็ด/กล่อง),NexGard spectra 15-30 kg.(ขายยกกล่อง 3เม็ด/กล่อง),เม็ด,ค่ายานำกลับ,0,0,A - Unit price,"1,350.00 / เม็ด",มี,Active
